"1069","1-1069","重庆市","500000","重庆UME国际影城沙坪坝店","重庆市沙坪坝区三峡广场炫地购物中心6楼 ","","电影院","250","29.56357","106.46636","53","0","null","风暴|1-25095;无人区|1-14382;扫毒|1-25092;四大名捕2|1-25079;地心引力|1-25080;饥饿游戏2：星火燎原|1-710;双雄|1-25119;","0","13,14","UME沙坪坝影城是UME电影管理集团在重庆创立的第三家影城。刚刚竣工的UME沙坪坝店拥有10个风格独特的放映厅。其中时尚浪漫情侣厅，无疑将为恋人们提供最独一无二的甜蜜观影享受。各放映厅均由多国引进重磅级数码放映设备和超豪华座椅配置，并配有目前世界上最先进的3D放映设备，创造出前所未有的视听享受和震撼的感官冲击。此外，为迎合年轻人时尚快捷的消费观念，UME沙坪坝店引进了时下欧美影城最流行的自助式购票设备，率先打造山城首家享有自助服务的影城，引领更多元的前卫消费方式。[A%#]共拥有11个３Ｄ放映厅[A%#][A%#]2000多停车位[A%#][A%#]影城位于沙坪坝步行街周边有各类餐饮店[A%#][A%#][A%#]",,"http://img.wangpiao.com/NewsImage/20132/04c7a2d3-4a1a-43fa-bc13-0860798241de.jpg","Http://www.wangpiao.com/cinema/316/"
"1629","1-1629","重庆市","500000","重庆UME影城解放碑店","重庆市渝中区较场口86-91号得意世界C座6楼","","电影院","250","29.55878","106.58166","42","0","null","风暴|1-25095;无人区|1-14382;扫毒|1-25092;四大名捕2|1-25079;地心引力|1-25080;饥饿游戏2：星火燎原|1-710;森林战士|1-24928;双雄|1-25119;赤焰战场2|1-24997;","0","","&nbsp;&nbsp;&nbsp;&nbsp;UME重庆解放碑店是位于以解放碑娱乐中心内的“得意世界商场”6楼和7楼，其占地7000平方米，是一个拥有17个影厅共1800个座位（整个影院包括全RealD&nbsp;3D厅，VIP厅，情侣厅，DMAX厅和4DX厅）的大型综合影院。自2008年UME在重庆首次引进3D电影技术后，又一次率先在重庆引进首个4D电影技术。UME致力于为观众提供超一流的观影体验，成为重庆拥有最多科技含量的现代化影城。<br/><br/>&nbsp;&nbsp;&nbsp;&nbsp;4DX通过为观众带来更多感官体验（动感座椅，喷水，刮风，雾气，灯光，气味等），提供了超越3D影片和一般影厅无法体验的观影新境界。整个影厅使用了环境效果，动态座椅和专业编辑师为影片量身定做的4D编程，以达到最佳的4D效果体验，观众在看电影时“身临其境”，随片而动。<br/><br/>&nbsp;&nbsp;&nbsp;&nbsp;UME&nbsp;DMAX&nbsp;巨幕电影大不一样<br/><br/>&nbsp;&nbsp;&nbsp;&nbsp;UME（解放碑）DMAX影厅，令你大有“瘾”致！想要梦想成真的广阔视野吗？想要震天撼地的声效吗？这里有你想要的空间。<br/><br/>&nbsp;&nbsp;&nbsp;&nbsp;视觉系：<br/><br/>&nbsp;&nbsp;&nbsp;&nbsp;全球4K双机放映、300平米高增益金属幕、全球高亮度巴可数字双机放映——清晰度、亮度全面升级——画面顶天立地、纤毫尽观、绚丽逼真<br/><br/>&nbsp;&nbsp;&nbsp;&nbsp;听觉系：<br/><br/>&nbsp;&nbsp;&nbsp;&nbsp;国际首推13.1多声道还音系统——36个音响矩阵——响彻全场、震天撼地<br/><br/>&nbsp;&nbsp;&nbsp;&nbsp;环境系：<br/><br/>&nbsp;&nbsp;&nbsp;&nbsp;1.2米超宽排距设置——搭配高坡度定位、宽敞柔软的座椅——心旷神怡<br/><br/>&nbsp;&nbsp;&nbsp;&nbsp;4D电影放映新科技&nbsp;全城首创&nbsp;UME&nbsp;4D电影炫动到底<br/><br/>&nbsp;&nbsp;&nbsp;&nbsp;UME（解放碑）引入第四代4D影厅，多重特技效果汇聚一堂，诸多中外大片同步上映，看电影玩炫动，激水齐喷、风撩轻动、高空坠落一系列前所未有的特效带你进入无与伦比的光影空间。看浓浓烟雾、听哗哗雨声、闻香香气味，别具匠心的动感全面引爆热血影迷。<br/><br/>&nbsp;&nbsp;&nbsp;&nbsp;动感系：<br/><br/>&nbsp;&nbsp;&nbsp;&nbsp;特效座椅重装上阵——喷水、喷气、振动、扫腿一应俱全，玩乐空间动起来<br/><br/>&nbsp;&nbsp;&nbsp;&nbsp;视觉系：<br/><br/>&nbsp;&nbsp;&nbsp;&nbsp;180度环幕立体影像——虚拟、现实零距离，运动时空无极限<br/><br/>&nbsp;&nbsp;&nbsp;&nbsp;听觉系：<br/><br/>&nbsp;&nbsp;&nbsp;&nbsp;多声道全景声还音系统——立体音效全面升级，沉浸体验享不停[A%#]不收费，损坏要赔偿[A%#][A%#][A%#][A%#][A%#][A%#][A%#]1.4米（含1.4米）以下儿童观影需购（店内原价）半价票",,"http://Img.wangpiao.com/NewsImage/20139/c97cf148-95d6-48d8-b20f-58b97e04e3dd.jpg","Http://www.wangpiao.com/cinema/2062/"
"1070","1-1070","重庆市","500000","重庆UME国际影城江北店","重庆市江北区北城天街（原洋河路）8号北城天街购物广场B区5F ","","电影院","250","29.58444","106.54009","54","0","null","风暴|1-25095;无人区|1-14382;扫毒|1-25092;四大名捕2|1-25079;地心引力|1-25080;饥饿游戏2：星火燎原|1-710;森林战士|1-24928;","0","15","UME重庆国际影城是香港UME影院集团继北京、上海设立影城后，于2004年12月投资兴建的第三座影城，也是山城首家经国家认证的五星级影城，占地面积7000多平米，共有十五个放映厅，是目前国内不可多见的多厅现代化影城。&nbsp;每天排映十余部新片，放映一百多场次获给市民最多选择的“电影超市”之美誉。其豪华贵宾厅、情侣影厅为国内首创。&nbsp;重庆UME国际影城（江北）平面布局图，犹如一列豪华列车，十五个厅排列有序，从售票大厅购票后，顺着长达120米的长廊依次进入1—10放映厅。[A%#]拥有7个3D影厅，重庆3D集结地。 2厅7.1声道环绕立体声， 重庆唯一，高保真音效完美呈献[A%#][A%#]在影城所在大楼的负二层拥有停车场[A%#]远东百货，星光６８[A%#]影城所在的购特中心里，拥有众多全国各地知名的餐饮店[A%#][A%#][A%#]",,"http://img.wangpiao.com/NewsImage/20132/759177d5-0e43-4ac5-a16f-43eae885f13f.jpg","Http://www.wangpiao.com/cinema/311/"
"1113","1-1113","北京市","110000","新影联华谊兄弟影城","北京市朝阳区广顺北大街16号望京华彩商业中心B1 ","","电影院","250","40.01598","116.47458","1","0","null","风暴|1-25095;无人区|1-14382;扫毒|1-25092;四大名捕2|1-25079;地心引力|1-25080;饥饿游戏2：星火燎原|1-710;森林战士|1-24928;控制|1-24942;赤焰战场2|1-24997;","0","9","新影联·华谊兄弟影院坐落于北京朝阳区广顺北大街16号望京华彩商业中心B1/4F，是国内首家娱乐行业上市公司华谊兄弟传媒集团与北京市电影股份有限公司合资兴建，经营面积达9000多平方米。新影联·华谊兄弟影院是目前全国拥有影厅数量最多的影院，拥有影厅20个，其中包含一个VIP影厅。&nbsp;我们拥有：全国数量最多的影厅和最高端的放映设备及银幕让您享受顶级的观影效果。[A%#]3D眼镜免押金[A%#][A%#]家乐福停车场收费停车，5元可停1小时[A%#][A%#][A%#][A%#][A%#]1.2m以下儿童免票，3D影票半价，周二半价。",,"http://img.wangpiao.com/NewsImage/20132/6325df06-cf40-4fd1-841a-fc44016691ae.jpg","Http://www.wangpiao.com/cinema/119/"
"1090","1-1090","成都市","510100","成都UME国际影城","成都市成华区二环路东二段一号龙湖三千集5楼 ","","电影院","250","30.68082","104.11567","64","0","null","风暴|1-25095;无人区|1-14382;扫毒|1-25092;四大名捕2|1-25079;地心引力|1-25080;饥饿游戏2：星火燎原|1-710;森林战士|1-24928;","0","18","2010年9月，UME电影集团续写辉煌，在成都东区设立UME成都国际影城，是UME影院集团继北京、上海、重庆、广州、杭州等城市后设立的又一座五星级影院航母，共有14个放映厅，成都观众也可以享受到“UME电影超市”带来的非凡体验。&nbsp;UME成都国际影城，秉承从细节入手，以人为本的服务宗旨，引进全方位领位式服务，设立影城咨询平台，彻底改变成都电影市场服务理念，以全新的经营特色和高品质的观影环境，将成为“给你最多选择的影城”，是成都人气最旺、服务最优、品质最高的娱乐场所。[A%#]影城有9个3D放映机，采用双机3D设备、巴可32B放映机，绝对的试听震撼[A%#][A%#]看电影凭票可在龙湖三千集地下停车场免费3小时停车，凭UME电影票+天街星卡免费停车5小时[A%#]KTV,伊藤，沃尔玛[A%#]烤肉，火锅，酒楼[A%#][A%#][A%#]",,"http://img.wangpiao.com/NewsImage/20132/39ddce63-e582-4da5-b63c-67ab8662ecc4.jpg","Http://www.wangpiao.com/cinema/260/"
"1420","1-1420","重庆市","500000","重庆UME国际影城两江新区店","重庆市两江新区机场高速路西部奥特莱斯商业广场5-7楼 ","","电影院","250","29.63697","106.57057","131","0","null","风暴|1-25095;无人区|1-14382;扫毒|1-25092;四大名捕2|1-25079;地心引力|1-25080;饥饿游戏2：星火燎原|1-710;双雄|1-25119;","0","15","2011年11月开业的UME影城（两江新区），志在打造重庆电影博物馆。它座落在机场高速路上的西部奥特莱斯购物中心，是全城又一高档次、具有浓厚电影氛围的五星级影院，拥有十四个放映厅，装备的是当今世界上，取得吉尼斯认证，亮度最高的数字放映机（barco32B型43000流明）及除传统的环绕立体声外还有来自天花的7.1和11.1超震撼的立体声道音响。它的建立不仅是填补两江新区无现代化影院的地区空白，更是重庆市最高端放映设备的五星级影城。&nbsp;[A%#]最亮3D厅，全球顶级32B放映机[A%#][A%#]停车免费，500个充裕停车位[A%#]西部奥特莱斯购物广场，汽博中心[A%#]德克士、天绿回转寿司、维托牛排、星巴克[A%#][A%#][A%#]",,"http://img.wangpiao.com/NewsImage/20132/02bf1f89-c820-47ec-b28a-0e7f9446d6a7.jpg","Http://www.wangpiao.com/cinema/343/"
"1071","1-1071","重庆市","500000","重庆UME国际影城九龙坡店","重庆市九龙坡区杨家坪珠江路48号龙湖西城天街购物广场3F—26号 ","","电影院","250","29.51636","106.52365","55","0","null","风暴|1-25095;无人区|1-14382;扫毒|1-25092;四大名捕2|1-25079;地心引力|1-25080;饥饿游戏2：星火燎原|1-710;双雄|1-25119;","0","14","2008年初，UME影院集团续写辉煌，在重庆九龙坡区杨家坪商业步行街黄金地段，设立重庆地区的第二家影城——UME重庆国际影城（九龙坡），建成后成为现目前西南地区最具规模、更时尚的现代化多厅影城，同时也是UME影院集团开发重庆西区文化市场迈出的又一步。&nbsp;UME国际影城（九龙坡店），于2008年年初落成，影城占地面积6000多平米，分为上下两层，共有十四个放映厅，全部安装两套放映系统（数码和胶片）。有浪漫的情侣厅和尊贵的VIP厅。[A%#]共拥有8个３Ｄ影厅,重庆3D集结地[A%#][A%#]在影城所在大楼的负二层、负三层拥有停车场[A%#]西城天街购物广场，大洋百货，富安，立丹，重百[A%#]影城所处购物中心里，拥有众多全国各地知名的餐饮店！比如：顺风１２３，天绿寿司，瑞泰丰......[A%#][A%#][A%#]",,"http://img.wangpiao.com/NewsImage/20132/b94d6399-03e8-422d-beeb-3bf810ba9abd.jpg","Http://www.wangpiao.com/cinema/317/"
"29","1-29","北京市","110000","首都电影院西单店","北京市西城区西单北大街甲131号大悦城商场十层 ","","电影院","250","39.91690","116.38000","4","0","null","风暴|1-25095;无人区|1-14382;扫毒|1-25092;四大名捕2|1-25079;饥饿游戏2：星火燎原|1-710;","0","乘车路线：地铁一号线西单站A出口；地铁四号线西单站F1出口；公交车22、105、109、626、38、57、10、726、826、603、103路均可到达1","全面按照五星级标准建设的“新”首都电影院坐落于西单北大街大悦城商场10层。影院总建筑面积10369平方米，共有13个厅、1726个座位。豪华的VIP厅和商务厅应高消费、时尚客户群体的需要，VIP厅可以提供最舒适的贵宾级观影服务，3个商务厅可以举办各种电影招待会，在9个时尚影厅中有两个可同时容纳近300人的大影厅，可以承办电影首映式和其它宣传活动；另外，影院还设有富丽堂皇的贵宾会议厅和温馨浪漫的电影酒吧，前者专门为高端会议提供场所，后者可成为影迷休闲和电影人交流创意的聚集地。&nbsp;[A%#][A%#][A%#]地下停车场收费停车[A%#][A%#][A%#][A%#]黄金时段为周一、三、四、五的18:00—21:00，周六、日及特殊节假日13:00—21:00[A%#]",,"http://img.wangpiao.com/NewsImage/20132/11c8da76-7b06-4032-84ad-deb80a09f9c3.jpg","Http://www.wangpiao.com/cinema/37/"
"1585","1-1585","重庆市","500000","重庆UME国际影城渝中店","重庆市渝中区时代天街路1号龙湖时代天街购物广场B馆5F（大坪商圈）","","电影院","250","29.54504","106.51751","42","0","null","风暴|1-25095;无人区|1-14382;扫毒|1-25092;四大名捕2|1-25079;地心引力|1-25080;森林战士|1-24928;","0","","重庆影城仍是按照五星级的标准设计打造的，成为中国西南最具规模、最高档次的电影院。位于重庆市渝中区时代天街路1号龙湖时代天街购物广场B馆5F，五星级影城的三大要素，除了放映设施观影环境外，更主要的是服务质量。“以人为本，从细节入手”是UME的服务宗旨。&nbsp;<br/>[A%#][A%#][A%#][A%#][A%#][A%#][A%#][A%#]",,"http://img.wangpiao.com/NewsImage/20132/886970bb-06da-49fe-b403-aecbf2cda960.jpg","Http://www.wangpiao.com/cinema/1958/"
"1612","1-1612","重庆市","500000","华谊兄弟江北金源店","建新北路二支路1号金源地下不夜城 ","","电影院","250","29.58040","106.53658","54","0","null","风暴|1-25095;无人区|1-14382;扫毒|1-25092;四大名捕2|1-25079;","0","","华谊兄弟将被金源影院落户于江北步行街金源不夜城，是国内娱乐巨鳄华谊兄弟传媒集团斥巨资打造的重庆第二家全3D豪华影院。影院共设置了11个影厅，包含1个商圈内银幕最大、挑高最高、可坐拥近300人的1号厅，2个媲美头等舱的尊贵导演厅，1个私密浪漫的情侣厅，共约1000个座位。从放映、音响器材到银幕、座椅全部采用国内外最新型设备，致力于为观影者打造高品质的观影环境。[A%#]影院采用全进口JBL音响设备，配有英国harkness 3D金属银幕，1号厅为双机3D[A%#][A%#]金源饭店地下停车库，4元/小时[A%#]世纪新都，新世界百货，好乐迪，金源不夜城，银乐迪，苏宁电器，永辉超市，家乐福[A%#]必胜客，两岸咖啡，圆缘园，婆子妈私房菜，法式铁板烧，外婆桥，德庄厨娘，布农阿努[A%#][A%#][A%#]1.3米以下免票无座，1.3米以上半价",,"http://img1.wangpiao.com/NewsImage/20124/6328eb5b-2cf4-4c57-819e-1a04148fbde7.jpg","Http://www.wangpiao.com/cinema/323/"
